StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q11,Q12,Q9,Q10,Q24,Q64,Q30,Q25,Q26,Q27,Q28,Q29,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q54,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q57_1,Q57_2,Q57_3,Q57_4,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q64_1,Q64_2,Q64_3,Q64_4,Q64_5,Q64_6,Q65_1,Q65_2,Q65_3,Q65_4,Q66_1,Q66_2,Q66_3,Q66_4,Q66_5,Q66_6,Q13,Q14_1,Q15_1,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q63,Region,Pays,Ville,Code postal
2021-05-04 16:21:43,2021-05-04 16:33:50,0,82.170.224.192,100,726,1,2021-05-04 16:33:50,R_p4pp80se4O78MA9,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,2.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:33:54,2021-05-04 16:35:35,0,82.170.224.192,100,100,1,2021-05-04 16:35:35,R_1LeuDkBAvwhrwLa,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,7.384,0,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:35:37,2021-05-04 16:36:21,0,82.170.224.192,100,43,1,2021-05-04 16:36:21,R_1o1npT7eUendG39,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.211,0,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:36:23,2021-05-04 16:37:09,0,82.170.224.192,100,45,1,2021-05-04 16:37:09,R_1qaiRw3zrJxcfqc,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:37:11,2021-05-04 16:37:55,0,82.170.224.192,100,43,1,2021-05-04 16:37:56,R_dopEKZXvvoCfOTL,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.227,0,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:38:29,2021-05-04 16:39:15,0,82.170.224.192,100,45,1,2021-05-04 16:39:15,R_2UbdJ8U54resTHr,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 16:44:48,2021-05-05 10:27:25,0,82.170.224.192,100,63756,1,2021-05-05 10:27:25,R_3fvicfYMLs6giX9,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,2.283,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 10:27:27,2021-05-05 10:32:23,0,82.170.224.192,100,295,1,2021-05-05 10:32:24,R_2ziFFpmWbOI53nd,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.464,0,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 10:32:27,2021-05-05 10:34:42,0,82.170.224.192,100,135,1,2021-05-05 10:34:42,R_11hGCB0taWAqtph,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,1.471,0,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 10:34:44,2021-05-05 10:38:11,0,82.170.224.192,100,207,1,2021-05-05 10:38:11,R_pxxT2rb1SK9B7nr,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,4.075,0,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05 14:59:42,2021-05-05 15:02:59,0,82.170.224.192,100,196,1,2021-05-05 15:02:59,R_1dmqDu7Cby9ZOfF,,,,,52.355499267578125,5.00030517578125,anonymous,FR,0,0,6.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04 10:04:30,2021-05-04 10:05:04,0,82.170.224.192,80,33,0,2021-05-11 10:05:05,R_Tw5TzSxRZMWBO5X,,,,,,,anonymous,EN,0,0,2.129,0,,,,,,,,,,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 16:10:28,2021-06-11 16:12:44,0,109.26.12.158,100,135,1,2021-06-11 16:12:44,R_cvcSR0MItUHRL5T,,,,,48.8175048828125,2.3166961669921875,anonymous,FR,0,0,5.41,0,,,,,,,,,,,,1,,,,2,,comme ça,,,vraie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,6,6,6,6,8,8,8,8,8,8,,,,1,1,2,1,1,1,1,1,ljhjfy,,,,
2021-06-14 15:13:21,2021-06-14 15:16:20,0,129.199.208.60,100,178,1,2021-06-14 15:16:21,R_24AShj4OpBpuidh,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,2.172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,hgu,5,,,ljgfgf,vrai,vrai,,,,,,,,,,,,,,,,,7,7,7,7,7,7,6,6,6,6,8,8,8,8,8,8,1,7,7,1,1,1,1,1,1,1,,,,,,
2021-06-14 15:17:32,2021-06-14 15:23:22,0,129.199.208.60,100,350,1,2021-06-14 15:23:22,R_doRJRqNt616Xrnb,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,1.046,0,,,,,,,,,,,,,,,,,,,,,,1,C'est plus rapide,,3,,,gf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14 15:23:33,2021-06-14 15:26:02,0,129.199.208.60,100,148,1,2021-06-14 15:26:02,R_1HhKyvs54Evljkd,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,1.3,0,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14 15:26:09,2021-06-14 15:27:15,0,129.199.208.60,100,66,1,2021-06-14 15:27:16,R_1O1QXQGSQodeT4Z,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,1.661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14 15:27:20,2021-06-14 15:32:22,0,129.199.208.60,100,301,1,2021-06-14 15:32:22,R_9GDmkUn1AxzTrxL,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,1.573,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14 15:32:29,2021-06-14 15:41:46,0,129.199.208.60,100,557,1,2021-06-14 15:41:46,R_D78WnhhaBoderqp,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,0.991,0,,,,,,,,,,,,,,,,,,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14 15:47:52,2021-06-14 16:36:21,0,129.199.208.60,100,2908,1,2021-06-14 16:36:21,R_2U9PQwGKzSZdCqx,,,,,48.832305908203125,2.407501220703125,anonymous,FR,0,0,1.264,0,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11 16:10:57,2021-06-11 18:30:36,0,84.86.1.200,53,8379,0,2021-06-14 18:30:38,R_3rGx2r4TERr6IwB,,,,,,,anonymous,FR,0,0,3.829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15 12:12:40,2021-06-15 12:13:37,0,84.86.1.200,100,56,1,2021-06-15 12:13:38,R_3kAhNiBMXi7Cx6g,,,,,52.1443939208984375,4.470703125,anonymous,FR,0,0,2.14,0,50130,2,1,9,1,4,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15 12:19:40,2021-06-15 12:20:31,0,84.86.1.200,100,50,1,2021-06-15 12:20:31,R_1jCy4wM6K81uuai,,,,,52.1443939208984375,4.470703125,anonymous,FR,0,0,1.505,0,50110,2,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands,,
